order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMY530720101,17-05-2025,789720,25891101,328,30-05-2025,31-05-2025,328,1,0,0
FMY531401502,17-05-2025,789401,25891101,367,31-05-2025,31-05-2025,367,1,1,1
FMY530420101,17-05-2025,789420,25891101,370,30-05-2025,01-06-2025,370,1,0,0
FJUN61520603,17-05-2025,789520,25891101,367,01-06-2025,03-06-2025,349,0,0,0
FJUN61101601,17-05-2025,789101,25891301,49,01-06-2025,01-06-2025,49,1,1,1
FMY530501501,17-05-2025,789501,25891401,444,30-05-2025,30-05-2025,444,1,1,1
FJUN61520401,17-05-2025,789520,25891401,366,01-06-2025,04-06-2025,366,1,0,0
FMY531401401,17-05-2025,789401,25891401,475,31-05-2025,30-05-2025,475,1,1,1
FMY530201602,17-05-2025,789201,25891401,320,30-05-2025,30-05-2025,320,1,1,1
FMY531201603,17-05-2025,789201,25891401,250,31-05-2025,31-05-2025,250,1,1,1
FMY530101503,17-05-2025,789101,25891401,234,30-05-2025,30-05-2025,234,1,1,1
FMY530220402,17-05-2025,789220,25891401,463,30-05-2025,30-05-2025,370,0,1,0
FMY531220401,17-05-2025,789220,25891401,383,31-05-2025,02-06-2025,383,1,0,0
FJUN61520603,17-05-2025,789520,25891603,174,01-06-2025,03-06-2025,165,0,0,0
FMY531501603,17-05-2025,789501,25891603,195,31-05-2025,31-05-2025,195,1,1,1
FMY531720603,17-05-2025,789720,25891603,101,31-05-2025,31-05-2025,101,1,1,1
FMY531101603,17-05-2025,789101,25891603,89,31-05-2025,31-05-2025,85,0,1,0
FMY531201603,17-05-2025,789201,25891603,98,31-05-2025,31-05-2025,98,1,1,1
FMY530501202,17-05-2025,789501,25891202,325,30-05-2025,02-06-2025,325,1,0,0
FMY531501603,17-05-2025,789501,25891202,479,31-05-2025,31-05-2025,479,1,1,1
FMY531301602,17-05-2025,789301,25891202,308,31-05-2025,31-05-2025,308,1,1,1
FJUN61101601,17-05-2025,789101,25891202,170,01-06-2025,01-06-2025,170,1,1,1
FMY530601202,17-05-2025,789601,25891202,448,30-05-2025,29-05-2025,403,0,1,0
FJUN61601202,17-05-2025,789601,25891202,155,01-06-2025,01-06-2025,147,0,1,0
FMY531220202,17-05-2025,789220,25891202,145,31-05-2025,01-06-2025,145,1,0,0
FJUN61201601,17-05-2025,789201,25891202,275,01-06-2025,01-06-2025,275,1,1,1
FMY530520501,17-05-2025,789520,25891202,332,30-05-2025,02-06-2025,299,0,0,0
FMY531720603,17-05-2025,789720,25891303,87,31-05-2025,31-05-2025,83,0,1,0
FJUN61501602,17-05-2025,789501,25891303,34,01-06-2025,01-06-2025,34,1,1,1
FMY530220303,17-05-2025,789220,25891303,24,30-05-2025,01-06-2025,24,1,0,0
FJUN61220601,17-05-2025,789220,25891303,84,01-06-2025,01-06-2025,84,1,1,1
FJUN61101303,17-05-2025,789101,25891303,42,01-06-2025,03-06-2025,40,0,0,0
FJUN61501602,17-05-2025,789501,25891301,100,01-06-2025,01-06-2025,90,0,1,0
FMY531201301,17-05-2025,789201,25891301,40,31-05-2025,02-06-2025,40,1,0,0
FMY531301602,17-05-2025,789301,25891301,41,31-05-2025,31-05-2025,41,1,1,1
FJUN61401301,17-05-2025,789401,25891301,45,01-06-2025,04-06-2025,45,1,0,0
FMY530720502,17-05-2025,789720,25891102,457,30-05-2025,30-05-2025,366,0,1,0
FMY531301602,17-05-2025,789301,25891102,323,31-05-2025,31-05-2025,323,1,1,1
