order_id,customer_id,order_placement_date,on_time,in_full,otif
FMY530503602,789503,17-05-2025,1,1,1
FJUN61503602,789503,17-05-2025,1,1,1
FMY530902202,789902,17-05-2025,1,1,1
FMY531621403,789621,17-05-2025,1,1,1
FMY530321301,789321,17-05-2025,1,1,1
FMY531321603,789321,17-05-2025,1,1,1
FJUN61321403,789321,17-05-2025,1,1,1
FMY531203301,789203,17-05-2025,1,1,1
FMY530203501,789203,17-05-2025,1,1,1
FJUN61203502,789203,17-05-2025,1,1,1
FMY531102303,789102,17-05-2025,1,1,1
FJUN61102203,789102,17-05-2025,1,1,1
FMY530121601,789121,17-05-2025,1,1,1
FJUN61121203,789121,17-05-2025,1,1,1
FMY530522403,789522,17-05-2025,1,1,1
FMY530422402,789422,17-05-2025,1,1,1
FMY531422103,789422,17-05-2025,1,1,1
FJUN61422401,789422,17-05-2025,1,1,1
FMY531521402,789521,17-05-2025,1,1,1
FJUN61421603,789421,17-05-2025,1,1,1
FJUN61702401,789702,17-05-2025,1,1,1
FMY531103103,789103,17-05-2025,1,1,1
FMY531903502,789903,17-05-2025,1,1,1
FMY530403402,789403,17-05-2025,1,1,1
FMY531202301,789202,17-05-2025,1,1,1
FMY531202303,789202,17-05-2025,1,1,1
FMY530202202,789202,17-05-2025,1,1,1
FMY531303301,789303,17-05-2025,1,1,1
FMY530303402,789303,17-05-2025,1,1,1
FJUN61303503,789303,17-05-2025,1,1,1
FMY530703602,789703,17-05-2025,1,1,1
FJUN61703103,789703,17-05-2025,1,1,1
FMY530603102,789603,17-05-2025,1,1,1
FMY531603302,789603,17-05-2025,1,1,1
FMY531603603,789603,17-05-2025,1,1,1
