order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FMR34522601,01-03-2025,789522,25891601,181,04-03-2025,07-03-2025,163,0,0,0
FMR32202603,01-03-2025,789202,25891601,125,02-03-2025,02-03-2025,119,0,1,0
FMR32702601,01-03-2025,789702,25891601,93,02-03-2025,02-03-2025,74,0,1,0
FMR33520601,01-03-2025,789520,25891601,182,03-03-2025,05-03-2025,146,0,0,0
FMR32902601,01-03-2025,789902,25891601,93,02-03-2025,03-03-2025,88,0,0,0
FMR33103602,01-03-2025,789103,25891601,188,03-03-2025,03-03-2025,150,0,1,0
FMR33201602,01-03-2025,789201,25891601,180,03-03-2025,03-03-2025,171,0,1,0
FMR34622602,01-03-2025,789622,25891601,96,04-03-2025,04-03-2025,91,0,1,0
FMR32101601,01-03-2025,789101,25891601,124,02-03-2025,02-03-2025,124,1,1,1
FMR34220601,01-03-2025,789220,25891601,78,04-03-2025,04-03-2025,78,1,1,1
FMR34122601,01-03-2025,789122,25891601,68,04-03-2025,07-03-2025,61,0,0,0
FMR33321601,01-03-2025,789321,25891601,157,03-03-2025,05-03-2025,157,1,0,0
FMR33903601,01-03-2025,789903,25891601,93,03-03-2025,03-03-2025,84,0,1,0
FMR34621601,01-03-2025,789621,25891601,170,04-03-2025,07-03-2025,170,1,0,0
FMR32421601,01-03-2025,789421,25891601,108,02-03-2025,02-03-2025,103,0,1,0
FMR34421601,01-03-2025,789421,25891601,75,04-03-2025,05-03-2025,75,1,0,0
FMR33102601,01-03-2025,789102,25891601,180,03-03-2025,03-03-2025,180,1,1,1
FMR33401603,01-03-2025,789401,25891203,429,03-03-2025,03-03-2025,429,1,1,1
FMR32501601,01-03-2025,789501,25891601,139,02-03-2025,02-03-2025,139,1,1,1
FMR32603203,01-03-2025,789603,25891203,460,02-03-2025,03-03-2025,460,1,0,0
FMR34420402,01-03-2025,789420,25891402,353,04-03-2025,05-03-2025,353,1,0,0
FMR34401402,01-03-2025,789401,25891402,468,04-03-2025,06-03-2025,468,1,0,0
FMR34720402,01-03-2025,789720,25891402,472,04-03-2025,05-03-2025,448,0,0,0
FMR34721503,01-03-2025,789721,25891402,436,04-03-2025,04-03-2025,414,0,1,0
FMR34601402,01-03-2025,789601,25891402,208,04-03-2025,04-03-2025,208,1,1,1
FMR32520603,01-03-2025,789520,25891402,287,02-03-2025,02-03-2025,258,0,1,0
FMR33503502,01-03-2025,789503,25891402,450,03-03-2025,03-03-2025,450,1,1,1
FMR32203402,01-03-2025,789203,25891402,488,02-03-2025,02-03-2025,488,1,1,1
FMR32902402,01-03-2025,789902,25891402,405,02-03-2025,02-03-2025,405,1,1,1
FMR33321602,01-03-2025,789321,25891402,283,03-03-2025,03-03-2025,283,1,1,1
FMR33122402,01-03-2025,789122,25891402,460,03-03-2025,06-03-2025,437,0,0,0
FMR34122402,01-03-2025,789122,25891402,256,04-03-2025,04-03-2025,205,0,1,0
FMR34621601,01-03-2025,789621,25891402,220,04-03-2025,07-03-2025,220,1,0,0
FMR32221402,01-03-2025,789221,25891402,384,02-03-2025,03-03-2025,384,1,0,0
FMR33221402,01-03-2025,789221,25891402,342,03-03-2025,04-03-2025,342,1,0,0
FMR32622402,01-03-2025,789622,25891402,309,02-03-2025,03-03-2025,247,0,0,0
FMR34622602,01-03-2025,789622,25891402,462,04-03-2025,04-03-2025,439,0,1,0
FMR32202402,01-03-2025,789202,25891402,442,02-03-2025,03-03-2025,442,1,0,0
FMR34301602,01-03-2025,789301,25891201,308,04-03-2025,04-03-2025,308,1,1,1
FMR33521201,01-03-2025,789521,25891201,487,03-03-2025,04-03-2025,463,0,0,0
FMR33401603,01-03-2025,789401,25891201,461,03-03-2025,03-03-2025,461,1,1,1
FMR33320501,01-03-2025,789320,25891201,354,03-03-2025,03-03-2025,354,1,1,1
FMR32321201,01-03-2025,789321,25891201,374,02-03-2025,02-03-2025,374,1,1,1
FMR34102602,01-03-2025,789102,25891201,440,04-03-2025,04-03-2025,440,1,1,1
FMR32103503,01-03-2025,789103,25891201,112,02-03-2025,02-03-2025,101,0,1,0
FMR32501201,01-03-2025,789501,25891201,273,02-03-2025,01-03-2025,273,1,1,1
FMR34220601,01-03-2025,789220,25891201,378,04-03-2025,04-03-2025,378,1,1,1
FMR34702502,01-03-2025,789702,25891201,156,04-03-2025,04-03-2025,156,1,1,1
FMR34201201,01-03-2025,789201,25891201,291,04-03-2025,05-03-2025,233,0,0,0
FMR32622502,01-03-2025,789622,25891201,274,02-03-2025,02-03-2025,247,0,1,0
FMR34101201,01-03-2025,789101,25891201,489,04-03-2025,05-03-2025,489,1,0,0
FMR34520602,01-03-2025,789520,25891501,204,04-03-2025,06-03-2025,184,0,0,0
FMR33203603,01-03-2025,789203,25891501,104,03-03-2025,03-03-2025,104,1,1,1
FMR34420501,01-03-2025,789420,25891501,210,04-03-2025,06-03-2025,210,1,0,0
FMR33403501,01-03-2025,789403,25891501,241,03-03-2025,03-03-2025,229,0,1,0
FMR34121501,01-03-2025,789121,25891501,159,04-03-2025,03-03-2025,127,0,1,0
FMR34903603,01-03-2025,789903,25891501,136,04-03-2025,04-03-2025,136,1,1,1
FMR33320501,01-03-2025,789320,25891501,249,03-03-2025,03-03-2025,249,1,1,1
FMR32221603,01-03-2025,789221,25891501,140,02-03-2025,02-03-2025,140,1,1,1
FMR32101601,01-03-2025,789101,25891501,241,02-03-2025,02-03-2025,241,1,1,1
FMR33303501,01-03-2025,789303,25891501,105,03-03-2025,03-03-2025,105,1,1,1
FMR32102602,01-03-2025,789102,25891501,114,02-03-2025,02-03-2025,91,0,1,0
FMR32402602,01-03-2025,789402,25891501,223,02-03-2025,02-03-2025,223,1,1,1
FMR33720501,01-03-2025,789720,25891501,182,03-03-2025,02-03-2025,182,1,1,1
FMR32301603,01-03-2025,789301,25891501,238,02-03-2025,02-03-2025,238,1,1,1
FMR34301602,01-03-2025,789301,25891602,92,04-03-2025,04-03-2025,83,0,1,0
FMR34303602,01-03-2025,789303,25891602,98,04-03-2025,04-03-2025,98,1,1,1
FMR34702602,01-03-2025,789702,25891602,155,04-03-2025,03-03-2025,155,1,1,1
FMR32102602,01-03-2025,789102,25891602,63,02-03-2025,02-03-2025,63,1,1,1
FMR34102602,01-03-2025,789102,25891602,154,04-03-2025,04-03-2025,154,1,1,1
FMR34703602,01-03-2025,789703,25891602,163,04-03-2025,04-03-2025,163,1,1,1
FMR32420602,01-03-2025,789420,25891602,76,02-03-2025,04-03-2025,76,1,0,0
FMR33321602,01-03-2025,789321,25891602,78,03-03-2025,03-03-2025,74,0,1,0
FMR34321602,01-03-2025,789321,25891602,60,04-03-2025,04-03-2025,60,1,1,1
FMR32402602,01-03-2025,789402,25891602,172,02-03-2025,02-03-2025,163,0,1,0
FMR33203603,01-03-2025,789203,25891602,184,03-03-2025,03-03-2025,184,1,1,1
FMR32103602,01-03-2025,789103,25891602,86,02-03-2025,01-03-2025,77,0,1,0
FMR33103602,01-03-2025,789103,25891602,172,03-03-2025,03-03-2025,163,0,1,0
FMR33201602,01-03-2025,789201,25891602,52,03-03-2025,03-03-2025,52,1,1,1
FMR34320602,01-03-2025,789320,25891602,190,04-03-2025,04-03-2025,190,1,1,1
FMR34520602,01-03-2025,789520,25891602,164,04-03-2025,06-03-2025,131,0,0,0
FMR34622602,01-03-2025,789622,25891602,54,04-03-2025,04-03-2025,54,1,1,1
FMR32220602,01-03-2025,789220,25891602,77,02-03-2025,01-03-2025,77,1,1,1
FMR33220603,01-03-2025,789220,25891602,65,03-03-2025,03-03-2025,65,1,1,1
FMR33721603,01-03-2025,789721,25891602,148,03-03-2025,03-03-2025,148,1,1,1
FMR33501401,01-03-2025,789501,25891101,484,03-03-2025,03-03-2025,484,1,1,1
FMR32101601,01-03-2025,789101,25891101,474,02-03-2025,02-03-2025,474,1,1,1
FMR33101403,01-03-2025,789101,25891101,349,03-03-2025,03-03-2025,349,1,1,1
FMR32703401,01-03-2025,789703,25891101,492,02-03-2025,02-03-2025,492,1,1,1
FMR33321602,01-03-2025,789321,25891101,345,03-03-2025,03-03-2025,345,1,1,1
FMR32203101,01-03-2025,789203,25891101,409,02-03-2025,04-03-2025,389,0,0,0
FMR33203603,01-03-2025,789203,25891101,368,03-03-2025,03-03-2025,294,0,1,0
FMR32903403,01-03-2025,789903,25891101,343,02-03-2025,02-03-2025,326,0,1,0
FMR34122303,01-03-2025,789122,25891101,410,04-03-2025,05-03-2025,390,0,0,0
FMR33202502,01-03-2025,789202,25891101,391,03-03-2025,03-03-2025,391,1,1,1
FMR34202301,01-03-2025,789202,25891101,431,04-03-2025,04-03-2025,431,1,1,1
FMR33403501,01-03-2025,789403,25891101,379,03-03-2025,03-03-2025,379,1,1,1
FMR34401102,01-03-2025,789401,25891101,454,04-03-2025,03-03-2025,454,1,1,1
FMR33503502,01-03-2025,789503,25891101,362,03-03-2025,03-03-2025,362,1,1,1
FMR33420101,01-03-2025,789420,25891101,306,03-03-2025,04-03-2025,306,1,0,0
FMR34420501,01-03-2025,789420,25891101,494,04-03-2025,06-03-2025,494,1,0,0
FMR34622101,01-03-2025,789622,25891101,423,04-03-2025,03-03-2025,402,0,1,0
FMR34520301,01-03-2025,789520,25891101,428,04-03-2025,04-03-2025,385,0,1,0
FMR34422101,01-03-2025,789422,25891101,444,04-03-2025,05-03-2025,444,1,0,0
FMR34603401,01-03-2025,789603,25891401,313,04-03-2025,05-03-2025,313,1,0,0
FMR33501401,01-03-2025,789501,25891401,288,03-03-2025,03-03-2025,259,0,1,0
FMR32503401,01-03-2025,789503,25891401,449,02-03-2025,02-03-2025,449,1,1,1
FMR33202502,01-03-2025,789202,25891401,215,03-03-2025,03-03-2025,215,1,1,1
FMR34702502,01-03-2025,789702,25891401,355,04-03-2025,04-03-2025,337,0,1,0
FMR32703401,01-03-2025,789703,25891401,234,02-03-2025,02-03-2025,234,1,1,1
FMR32422401,01-03-2025,789422,25891401,342,02-03-2025,04-03-2025,342,1,0,0
FMR32122401,01-03-2025,789122,25891401,240,02-03-2025,04-03-2025,228,0,0,0
FMR33201602,01-03-2025,789201,25891401,480,03-03-2025,03-03-2025,456,0,1,0
FMR33103401,01-03-2025,789103,25891401,306,03-03-2025,02-03-2025,291,0,1,0
FMR34103403,01-03-2025,789103,25891401,399,04-03-2025,04-03-2025,359,0,1,0
FMR32403401,01-03-2025,789403,25891401,473,02-03-2025,02-03-2025,473,1,1,1
FMR32520603,01-03-2025,789520,25891603,67,02-03-2025,02-03-2025,64,0,1,0
FMR33220603,01-03-2025,789220,25891603,51,03-03-2025,03-03-2025,46,0,1,0
FMR33603603,01-03-2025,789603,25891603,183,03-03-2025,05-03-2025,183,1,0,0
FMR32221603,01-03-2025,789221,25891603,100,02-03-2025,02-03-2025,80,0,1,0
FMR33401603,01-03-2025,789401,25891603,127,03-03-2025,03-03-2025,127,1,1,1
FMR33420603,01-03-2025,789420,25891603,129,03-03-2025,03-03-2025,129,1,1,1
FMR32121603,01-03-2025,789121,25891603,200,02-03-2025,04-03-2025,180,0,0,0
FMR32421603,01-03-2025,789421,25891603,172,02-03-2025,05-03-2025,155,0,0,0
FMR32903603,01-03-2025,789903,25891603,128,02-03-2025,03-03-2025,115,0,0,0
FMR34903603,01-03-2025,789903,25891603,148,04-03-2025,04-03-2025,133,0,1,0
FMR33703603,01-03-2025,789703,25891603,165,03-03-2025,03-03-2025,165,1,1,1
FMR32303603,01-03-2025,789303,25891603,169,02-03-2025,02-03-2025,169,1,1,1
FMR32301603,01-03-2025,789301,25891603,134,02-03-2025,02-03-2025,121,0,1,0
FMR33203603,01-03-2025,789203,25891603,122,03-03-2025,03-03-2025,122,1,1,1
FMR32202603,01-03-2025,789202,25891603,186,02-03-2025,02-03-2025,186,1,1,1
FMR32721603,01-03-2025,789721,25891603,140,02-03-2025,02-03-2025,126,0,1,0
FMR33721603,01-03-2025,789721,25891603,195,03-03-2025,03-03-2025,195,1,1,1
FMR33621603,01-03-2025,789621,25891603,69,03-03-2025,03-03-2025,69,1,1,1
FMR32102202,01-03-2025,789102,25891202,106,02-03-2025,03-03-2025,106,1,0,0
FMR33102601,01-03-2025,789102,25891202,419,03-03-2025,03-03-2025,419,1,1,1
FMR33402303,01-03-2025,789402,25891202,167,03-03-2025,03-03-2025,167,1,1,1
FMR34402202,01-03-2025,789402,25891202,457,04-03-2025,04-03-2025,457,1,1,1
FMR33622502,01-03-2025,789622,25891202,294,03-03-2025,03-03-2025,294,1,1,1
FMR34902202,01-03-2025,789902,25891202,311,04-03-2025,04-03-2025,311,1,1,1
FMR32320202,01-03-2025,789320,25891202,211,02-03-2025,03-03-2025,211,1,0,0
FMR33320202,01-03-2025,789320,25891202,209,03-03-2025,05-03-2025,188,0,0,0
FMR32403401,01-03-2025,789403,25891202,472,02-03-2025,02-03-2025,472,1,1,1
FMR34703602,01-03-2025,789703,25891202,185,04-03-2025,04-03-2025,167,0,1,0
FMR34303602,01-03-2025,789303,25891202,160,04-03-2025,04-03-2025,144,0,1,0
FMR32721603,01-03-2025,789721,25891202,178,02-03-2025,02-03-2025,169,0,1,0
FMR33421203,01-03-2025,789421,25891202,332,03-03-2025,06-03-2025,332,1,0,0
FMR34421601,01-03-2025,789421,25891202,132,04-03-2025,05-03-2025,125,0,0,0
FMR33101202,01-03-2025,789101,25891202,150,03-03-2025,04-03-2025,150,1,0,0
FMR34401503,01-03-2025,789401,25891202,173,04-03-2025,04-03-2025,173,1,1,1
FMR33503502,01-03-2025,789503,25891202,214,03-03-2025,03-03-2025,214,1,1,1
FMR33601202,01-03-2025,789601,25891202,411,03-03-2025,04-03-2025,390,0,0,0
FMR34201202,01-03-2025,789201,25891202,175,04-03-2025,04-03-2025,175,1,1,1
FMR32521202,01-03-2025,789521,25891202,479,02-03-2025,05-03-2025,479,1,0,0
FMR33521202,01-03-2025,789521,25891202,347,03-03-2025,03-03-2025,347,1,1,1
FMR34520602,01-03-2025,789520,25891202,200,04-03-2025,06-03-2025,200,1,0,0
FMR33720202,01-03-2025,789720,25891202,270,03-03-2025,03-03-2025,270,1,1,1
FMR32202603,01-03-2025,789202,25891202,342,02-03-2025,02-03-2025,274,0,1,0
FMR33202502,01-03-2025,789202,25891202,130,03-03-2025,03-03-2025,130,1,1,1
